"stock","timeStamp","month","open","high","low","close","change"
"ONMOBILE","2019-01-10 00:00:00","January","39.2","40","38","38.3","-0.02296"
"ONWARDTEC","2019-01-10 00:00:00","January","67.8","68","65.4","65.55","-0.03319"
"OPTIEMUS","2019-01-10 00:00:00","January","137","138.55","133","133.9","-0.02263"
"ORBTEXP","2019-01-10 00:00:00","January","122.05","124.95","120.5","121","-0.0086"
"ORCHPHARMA","2019-01-10 00:00:00","January","980.8","1024.4","980.8","1024.4","0.04445"
"ORICONENT","2019-01-10 00:00:00","January","31.45","32.5","31.45","31.7","0.00795"
"ORIENTABRA","2019-01-10 00:00:00","January","29.05","29.45","28.15","28.7","-0.01205"
"ORIENTALTL","2019-01-10 00:00:00","January","11.25","11.9","11.15","11.4","0.01333"
"ORIENTBELL","2019-01-10 00:00:00","January","191.05","193.05","185.05","187.1","-0.02068"
"ORIENTCEM","2019-01-10 00:00:00","January","80.15","80.4","78.25","78.55","-0.01996"
"ORIENTELEC","2019-01-10 00:00:00","January","150.25","152.15","149.05","150.1","-0.001"
"ORIENTHOT","2019-01-10 00:00:00","January","45","45.35","44.95","45","0"
"ORIENTLTD","2019-01-10 00:00:00","January","165","171.65","162.45","166","0.00606"
"ORIENTPPR","2019-01-10 00:00:00","January","43.2","43.5","42.85","43.2","0"
"ORISSAMINE","2019-01-10 00:00:00","January","925","935","902","905.6","-0.02097"
"ORTINLAB","2019-01-10 00:00:00","January","31.77","31.77","31.25","31.35","-0.01322"
"OSWALAGRO","2019-01-10 00:00:00","January","9.45","9.45","8.65","8.85","-0.06349"
"PAGEIND","2019-01-10 00:00:00","January","23300","23399","22900","23176.35","-0.00531"
"PAISALO","2019-01-10 00:00:00","January","304.15","307.65","303.7","307.65","0.01151"
"PALASHSECU","2019-01-10 00:00:00","January","38","41.45","38","39.25","0.03289"
"PALREDTEC","2019-01-10 00:00:00","January","43.35","44","41.2","41.9","-0.03345"
"PANACEABIO","2019-01-10 00:00:00","January","152.9","159.65","151.95","156.65","0.02453"
"PANACHE","2019-01-10 00:00:00","January","86","87","84","84","-0.02326"
"PANAMAPET","2019-01-10 00:00:00","January","131.85","132","126.45","127.35","-0.03413"
"PAR","2019-01-10 00:00:00","January","224.4","227.9","222.15","224.95","0.00245"
"PARACABLES","2019-01-10 00:00:00","January","12.85","13.15","12.8","12.9","0.00389"
"PARAGMILK","2019-01-10 00:00:00","January","243.7","245","241.5","242.55","-0.00472"
"PARSVNATH","2019-01-10 00:00:00","January","8.1","8.3","7.9","8","-0.01235"
"PATELENG","2019-01-10 00:00:00","January","27.51","27.97","27.28","27.4","-0.004"
"PATINTLOG","2019-01-10 00:00:00","January","46.9","48","46","46.25","-0.01386"
"PATSPINLTD","2019-01-10 00:00:00","January","12.5","12.7","12.5","12.6","0.008"
"PBAINFRA","2019-01-10 00:00:00","January","7.1","7.3","7","7.1","0"
"PCJEWELLER","2019-01-10 00:00:00","January","82","82.6","80.4","80.8","-0.01463"
"PDMJEPAPER","2019-01-10 00:00:00","January","22.2","22.3","22","22.2","0"
"PDPL","2019-01-10 00:00:00","January","9","9.1","8.5","8.9","-0.01111"
"PDSMFL","2019-01-10 00:00:00","January","274","274","273","273","-0.00365"
"PEARLPOLY","2019-01-10 00:00:00","January","15.2","15.2","14","14.25","-0.0625"
"PEL","2019-01-10 00:00:00","January","2284.18","2289.01","2226.14","2250.06","-0.01494"
"PENIND","2019-01-10 00:00:00","January","41.75","42.5","39.2","41.1","-0.01557"
"PENINLAND","2019-01-10 00:00:00","January","11.2","11.4","11","11.2","0"
"PERSISTENT","2019-01-10 00:00:00","January","565.05","569.35","559","562.3","-0.00487"
"PETRONET","2019-01-10 00:00:00","January","214.4","214.8","210.8","214.05","-0.00163"
"PFC","2019-01-10 00:00:00","January","108.25","110.3","107.4","108.05","-0.00185"
"PFIZER","2019-01-10 00:00:00","January","2725","2770","2717.3","2748.65","0.00868"
"PFOCUS","2019-01-10 00:00:00","January","61.4","63.6","60.05","61.8","0.00651"
"PFS","2019-01-10 00:00:00","January","17.7","18.6","17.6","17.75","0.00282"
"PGEL","2019-01-10 00:00:00","January","114.95","122","114.95","118.45","0.03045"
"20MICRONS","2019-01-10 00:00:00","January","41.55","42.5","41.55","41.95","0.00963"
"3IINFOLTD","2019-01-10 00:00:00","January","35","35.5","34.5","35","0"
"3MINDIA","2019-01-10 00:00:00","January","20250","20738","20250","20671.35","0.02081"
"3PLAND","2019-01-10 00:00:00","January","11.1","12","10.95","11.05","-0.0045"
"5PAISA","2019-01-10 00:00:00","January","163.49","180.61","163.46","167.51","0.02459"
"63MOONS","2019-01-10 00:00:00","January","96.4","96.8","93.15","93.95","-0.02541"
"A2ZINFRA","2019-01-10 00:00:00","January","13","13.1","12.8","12.95","-0.00385"
"AARON","2019-01-10 00:00:00","January","43","44.25","43","44.25","0.02907"
"AARTIDRUGS","2019-01-10 00:00:00","January","145.88","148.5","145.66","147.7","0.01248"
"AARTIIND","2019-01-10 00:00:00","January","357.73","372.32","357.25","370.19","0.03483"
"AARVEEDEN","2019-01-10 00:00:00","January","27.35","27.35","26.2","26.85","-0.01828"
"AAVAS","2019-01-10 00:00:00","January","840.05","846","838.3","840.95","0.00107"
"ABAN","2019-01-10 00:00:00","January","74.85","75.4","73.65","74.25","-0.00802"
"ABB","2019-01-10 00:00:00","January","1301.2","1304","1298.55","1300.6","-0.00046"
"ABBOTINDIA","2019-01-10 00:00:00","January","8011","8200","8011","8113.65","0.01281"
"ABCAPITAL","2019-01-10 00:00:00","January","96.25","97.4","96","96.95","0.00727"
"ABFRL","2019-01-10 00:00:00","January","208.97","211.83","205.03","208.97","0"
"ACC","2019-01-10 00:00:00","January","1455.25","1462.8","1444","1447.8","-0.00512"
"ACCELYA","2019-01-10 00:00:00","January","939.15","948.05","928.9","929.7","-0.01006"
"ACE","2019-01-10 00:00:00","January","98.5","98.95","96.25","97.05","-0.01472"
"ADANIENT","2019-01-10 00:00:00","January","151","151.8","148.5","151.1","0.00066"
"ADANIGREEN","2019-01-10 00:00:00","January","40.95","40.95","40.5","40.65","-0.00733"
"ADANIPORTS","2019-01-10 00:00:00","January","377.95","381.8","376.95","380.25","0.00609"
"ADANIPOWER","2019-01-10 00:00:00","January","51.1","51.1","50.2","50.5","-0.01174"
"ADANITRANS","2019-01-10 00:00:00","January","208","218.5","205.65","215.85","0.03774"
"ADFFOODS","2019-01-10 00:00:00","January","263","264.05","260","261.4","-0.00608"
"ADL","2019-01-10 00:00:00","January","1.98","1.98","1.98","1.98","0"
"ADORWELD","2019-01-10 00:00:00","January","389.9","413.15","385","397.05","0.01834"
"ADROITINFO","2019-01-10 00:00:00","January","19.9","19.9","18.4","18.9","-0.05025"
"ADSL","2019-01-10 00:00:00","January","13.85","14.15","13.5","13.9","0.00361"
"ADVANIHOTR","2019-01-10 00:00:00","January","74.35","77.5","70.35","73.35","-0.01345"
"ADVENZYMES","2019-01-10 00:00:00","January","172.85","174","171.8","172.25","-0.00347"
"AEGISCHEM","2019-01-10 00:00:00","January","208.8","210.95","208.5","210.25","0.00694"
"AGARIND","2019-01-10 00:00:00","January","184.9","188.95","182","183.75","-0.00622"
"AGRITECH","2019-01-10 00:00:00","January","414.35","425.9","414.25","423.85","0.02293"
"AGROPHOS","2019-01-10 00:00:00","January","51.5","51.7","51.3","51.5","0"
"AHLADA","2019-01-10 00:00:00","January","140","140","140","140","0"
"AHLEAST","2019-01-10 00:00:00","January","254.65","254.65","245.4","246.25","-0.03299"
"AHLUCONT","2019-01-10 00:00:00","January","330.3","330.3","320.45","321.65","-0.02619"
"AIAENG","2019-01-10 00:00:00","January","1653.7","1679.9","1653.7","1671.1","0.01052"
"AJANTPHARM","2019-01-10 00:00:00","January","1163.9","1172","1150","1162.85","-0.0009"
"AJMERA","2019-01-10 00:00:00","January","170.85","171.9","166.2","167.1","-0.02195"
"AJOONI","2019-01-10 00:00:00","January","25.25","27.25","24.7","27.05","0.07129"
"AJRINFRA","2019-01-10 00:00:00","January","0.7","0.7","0.65","0.7","0"
"AKASH","2019-01-10 00:00:00","January","48","48.35","47","48.35","0.00729"
"AKG","2019-01-10 00:00:00","January","31.1","32.5","31.05","32.5","0.04502"
"AKSHARCHEM","2019-01-10 00:00:00","January","442.55","442.55","438.1","438.65","-0.00881"
"AKSHOPTFBR","2019-01-10 00:00:00","January","24.8","25.05","24.4","24.5","-0.0121"
"AKZOINDIA","2019-01-10 00:00:00","January","1740.9","1768","1737","1747","0.0035"
"ALANKIT","2019-01-10 00:00:00","January","25.7","26.35","25.65","26.15","0.01751"
"ALBERTDAVD","2019-01-10 00:00:00","January","417.95","417.95","403","403.65","-0.03421"
"ALEMBICLTD","2019-01-10 00:00:00","January","45.75","45.75","45","45.35","-0.00874"
"ALICON","2019-01-10 00:00:00","January","587.65","587.65","575.6","582.15","-0.00936"
"ALKALI","2019-01-10 00:00:00","January","530.2","535.95","527","528.15","-0.00387"
"ALKEM","2019-01-10 00:00:00","January","1957.35","1984.7","1955","1969.95","0.00644"
"ALKYLAMINE","2019-01-10 00:00:00","January","316.8","317.98","309","311.94","-0.01534"
"ALLCARGO","2019-01-10 00:00:00","January","110.7","110.7","108.45","110.2","-0.00452"
"ALLSEC","2019-01-10 00:00:00","January","190.1","194","190.1","192.05","0.01026"
"ALMONDZ","2019-01-10 00:00:00","January","26","26","23.15","24.2","-0.06923"
"ALOKINDS","2019-01-10 00:00:00","January","3.85","3.9","3.75","3.8","-0.01299"
"ALPA","2019-01-10 00:00:00","January","26.5","26.5","24.9","25.05","-0.05472"
"ALPHAGEO","2019-01-10 00:00:00","January","453.1","458.9","453.1","458.3","0.01148"
"AMARAJABAT","2019-01-10 00:00:00","January","739.95","763.5","739.6","755.1","0.02047"
"AMBER","2019-01-10 00:00:00","January","905.05","916.7","905","914.35","0.01028"
"AMBIKCO","2019-01-10 00:00:00","January","1142","1152","1134","1143.95","0.00171"
"AMBUJACEM","2019-01-10 00:00:00","January","213.85","215.4","211.3","213.15","-0.00327"
"AMDIND","2019-01-10 00:00:00","January","26.7","26.7","25.65","26.25","-0.01685"
"AMJLAND","2019-01-10 00:00:00","January","22.5","23","21.85","22.25","-0.01111"
"AMRUTANJAN","2019-01-10 00:00:00","January","286.95","296.9","284.95","292.05","0.01777"
"ANANTRAJ","2019-01-10 00:00:00","January","35.25","35.95","34.8","35.05","-0.00567"
"ANDHRACEMT","2019-01-10 00:00:00","January","5.85","5.95","5.75","5.9","0.00855"
"ANDHRAPAP","2019-01-10 00:00:00","January","460","464.05","455.65","457.1","-0.0063"
"ANDHRSUGAR","2019-01-10 00:00:00","January","66.83","67.74","66.04","66.48","-0.00524"
"ANDREWYU","2019-01-10 00:00:00","January","21.25","21.4","20.75","21.05","-0.00941"
"ANIKINDS","2019-01-10 00:00:00","January","23.9","24.35","23.8","23.9","0"
"ANKITMETAL","2019-01-10 00:00:00","January","0.5","0.5","0.4","0.5","0"
"ANSALAPI","2019-01-10 00:00:00","January","13.6","13.95","13.1","13.75","0.01103"
"ANSALHSG","2019-01-10 00:00:00","January","15.9","16.2","14.5","14.6","-0.08176"
"ANTGRAPHIC","2019-01-10 00:00:00","January","0.5","0.5","0.45","0.5","0"
"APARINDS","2019-01-10 00:00:00","January","624.15","635.3","624.05","625.6","0.00232"
"APCL","2019-01-10 00:00:00","January","129.35","132.3","129.35","129.8","0.00348"
"APCOTEXIND","2019-01-10 00:00:00","January","211.82","211.82","206.68","209.96","-0.00878"
"APEX","2019-01-10 00:00:00","January","359.1","362.9","356.2","359.8","0.00195"
"APLAPOLLO","2019-01-10 00:00:00","January","111.67","111.67","109.2","109.81","-0.01666"
"APLLTD","2019-01-10 00:00:00","January","590","597.85","590","591.3","0.0022"
"APOLLO","2019-01-10 00:00:00","January","1263","1292.25","1256.75","1285.4","0.01774"
"APOLLOHOSP","2019-01-10 00:00:00","January","1263","1292.25","1256.75","1285.4","0.01774"
"APOLLOPIPE","2019-01-10 00:00:00","January","135.67","137","133.68","134.17","-0.01106"
"APOLLOTYRE","2019-01-10 00:00:00","January","223","228.2","222","227.25","0.01906"
"APOLSINHOT","2019-01-10 00:00:00","January","1060","1120","1039","1114.5","0.05142"
"APTECHT","2019-01-10 00:00:00","January","183","184.4","181.05","182.25","-0.0041"
"ARCHIDPLY","2019-01-10 00:00:00","January","43.95","44.3","42.2","44.1","0.00341"
"ARCHIES","2019-01-10 00:00:00","January","29.1","29.3","28.75","28.85","-0.00859"
"ARIES","2019-01-10 00:00:00","January","101.55","102.95","99.65","100.15","-0.01379"
"ARIHANT","2019-01-10 00:00:00","January","32.55","35.65","32.55","33.85","0.03994"
"ARIHANTSUP","2019-01-10 00:00:00","January","54.55","56","53.2","54.7","0.00275"
"ARMANFIN","2019-01-10 00:00:00","January","408.7","408.7","390.1","402.85","-0.01431"
"AROGRANITE","2019-01-10 00:00:00","January","52.75","54.8","52.2","52.5","-0.00474"
"ARROWGREEN","2019-01-10 00:00:00","January","102.72","111.78","102.72","104.73","0.01957"
"ARSHIYA","2019-01-10 00:00:00","January","29.95","34.5","29.25","33","0.10184"
"ARSSINFRA","2019-01-10 00:00:00","January","34.6","36.5","34.05","34.2","-0.01156"
"ARVIND","2019-01-10 00:00:00","January","96","98.85","96","98.3","0.02396"
"ARVSMART","2019-01-10 00:00:00","January","123","125","122","122.65","-0.00285"
"ASAHIINDIA","2019-01-10 00:00:00","January","255.8","256.9","254.95","255.1","-0.00274"
"ASAHISONG","2019-01-10 00:00:00","January","217.9","217.95","214.35","217.1","-0.00367"
"ASAL","2019-01-10 00:00:00","January","286.4","286.4","277","279.6","-0.02374"
"ASALCBR","2019-01-10 00:00:00","January","286.4","286.4","277","279.6","-0.02374"
"ASHAPURMIN","2019-01-10 00:00:00","January","29.8","29.85","29","29.15","-0.02181"
"ASHIANA","2019-01-10 00:00:00","January","120.35","122.45","119","119.55","-0.00665"
"ASHIMASYN","2019-01-10 00:00:00","January","16.75","17.5","16.65","16.8","0.00299"
"ASHOKA","2019-01-10 00:00:00","January","133.15","135.15","128.75","133.4","0.00188"
"ASHOKLEY","2019-01-10 00:00:00","January","96.6","96.6","94.8","95","-0.01656"
"ASIANENE","2019-01-10 00:00:00","January","75","77","75","76.6","0.02133"
"ASIANHOTNR","2019-01-10 00:00:00","January","147.65","153","147.65","148.15","0.00339"
"ASIANPAINT","2019-01-10 00:00:00","January","1390","1400","1388.65","1396.35","0.00457"
"ASIANTILES","2019-01-10 00:00:00","January","126.35","128.21","121.87","122.72","-0.02873"
"ASPINWALL","2019-01-10 00:00:00","January","168","170","165","169.9","0.01131"
"ASTEC","2019-01-10 00:00:00","January","522.05","525.3","520.1","524.75","0.00517"
"ASTERDM","2019-01-10 00:00:00","January","164.75","164.75","159.8","161.25","-0.02124"
"ASTRAL","2019-01-10 00:00:00","January","956","968","939.96","947.96","-0.00841"
"ASTRAMICRO","2019-01-10 00:00:00","January","80.3","81.2","79.7","80.85","0.00685"
"ASTRAZEN","2019-01-10 00:00:00","January","1485.75","1589","1481.3","1573.25","0.05889"
"ASTRON","2019-01-10 00:00:00","January","118.5","118.5","114","114.45","-0.03418"
"ATFL","2019-01-10 00:00:00","January","613.7","617.95","600.55","605.45","-0.01344"
"ATGL","2019-01-10 00:00:00","January","101.45","101.7","99.75","100.4","-0.01035"
"ATUL","2019-01-10 00:00:00","January","351","351","340.55","343.6","-0.02108"
"ATULAUTO","2019-01-10 00:00:00","January","351","351","340.55","343.6","-0.02108"
"AUBANK","2019-01-10 00:00:00","January","632.8","658","630","651.75","0.02995"
"AURIONPRO","2019-01-10 00:00:00","January","130.05","131.75","128.5","130.15","0.00077"
"AUROPHARMA","2019-01-10 00:00:00","January","756","779","753.15","776.95","0.02771"
"AURUM","2019-01-10 00:00:00","January","489.95","502.85","486.45","497.15","0.0147"
"AUSOMENT","2019-01-10 00:00:00","January","46.05","48.5","45.2","46","-0.00109"
"AUTOAXLES","2019-01-10 00:00:00","January","1280","1304","1273","1278.25","-0.00137"
"AUTOIND","2019-01-10 00:00:00","January","67.9","68.6","66.45","67","-0.01325"
"AVADHSUGAR","2019-01-10 00:00:00","January","195.97","197.78","193.5","194","-0.01005"
"AVANTIFEED","2019-01-10 00:00:00","January","382.15","384.7","378","380.05","-0.0055"
"AVTNPL","2019-01-10 00:00:00","January","26.9","27.25","26.65","26.95","0.00186"
"AXISBANK","2019-01-10 00:00:00","January","668.9","668.9","654.6","663.25","-0.00845"
"AXISCADES","2019-01-10 00:00:00","January","81.65","82.75","81.1","81.6","-0.00061"
"AYMSYNTEX","2019-01-10 00:00:00","January","40.9","41.25","40","40.35","-0.01345"
"BAFNAPH","2019-01-10 00:00:00","January","114.5","115.5","112.5","114","-0.00437"
"BAGFILMS","2019-01-10 00:00:00","January","5.2","5.6","4.85","5.35","0.02885"
"BAJAJ-AUTO","2019-01-10 00:00:00","January","2700","2729","2680","2725.3","0.00937"
"BAJAJCON","2019-01-10 00:00:00","January","370","385.5","370","383.9","0.03757"
"BAJAJELEC","2019-01-10 00:00:00","January","476.25","481.9","473.22","476.39","0.00029"
"BAJAJFINSV","2019-01-10 00:00:00","January","6425","6430","6337.7","6371.95","-0.00826"
"GARFIBRES","2019-01-10 00:00:00","January","1209.9","1209.9","1186","1188.9","-0.01736"
"GATI","2019-01-10 00:00:00","January","83.45","83.6","82.25","82.7","-0.00899"
"GAYAPROJ","2019-01-10 00:00:00","January","175.1","176.1","173.45","174.6","-0.00286"
"GEECEE","2019-01-10 00:00:00","January","125","126.1","121","122.8","-0.0176"
"GENCON","2019-01-10 00:00:00","January","148.85","150","146.15","148.5","-0.00235"
"GENESYS","2019-01-10 00:00:00","January","136.3","143.7","135","142.25","0.04365"
"GENUSPAPER","2019-01-10 00:00:00","January","9.1","9.2","8.95","9","-0.01099"
"GENUSPOWER","2019-01-10 00:00:00","January","28.75","29.1","28.35","28.45","-0.01043"
"GEOJITFSL","2019-01-10 00:00:00","January","46.25","46.35","45.55","45.85","-0.00865"
"GEPIL","2019-01-10 00:00:00","January","810.15","827","808.95","813.5","0.00414"
"GESHIP","2019-01-10 00:00:00","January","318","329.9","315.5","324.95","0.02186"
"GET&D","2019-01-10 00:00:00","January","295.25","316","295.25","312.2","0.05741"
"GFLLIMITED","2019-01-10 00:00:00","January","109.27","110.65","108.48","109.3","0.00027"
"GHCL","2019-01-10 00:00:00","January","245.45","250.95","244.05","246.25","0.00326"
"GICHSGFIN","2019-01-10 00:00:00","January","264","274","262.95","265.35","0.00511"
"GICRE","2019-01-10 00:00:00","January","260.15","266","260.1","262.65","0.00961"
"GILLANDERS","2019-01-10 00:00:00","January","56.1","57.65","56.1","56.2","0.00178"
"GILLETTE","2019-01-10 00:00:00","January","6498.85","6499.85","6466","6495.6","-0.0005"
"GINNIFILA","2019-01-10 00:00:00","January","17","17","16.75","16.85","-0.00882"
"GIPCL","2019-01-10 00:00:00","January","79.8","80.1","78.6","78.75","-0.01316"
"GKWLIMITED","2019-01-10 00:00:00","January","900.05","905","895.1","905","0.0055"
"GLAXO","2019-01-10 00:00:00","January","1465","1496.8","1446.35","1483","0.01229"
"GLENMARK","2019-01-10 00:00:00","January","655.9","670","652","667.85","0.01822"
"GLOBAL","2019-01-10 00:00:00","January","212.05","215.2","212.05","214.15","0.0099"
"GLOBALVECT","2019-01-10 00:00:00","January","65.45","67","62","63.65","-0.0275"
"GLOBUSSPR","2019-01-10 00:00:00","January","153.25","154.95","151.8","152.3","-0.0062"
"GLS","2019-01-10 00:00:00","January","13.45","14.15","13.4","13.55","0.00743"
"GMBREW","2019-01-10 00:00:00","January","581","597.9","576.8","590.15","0.01575"
"GMDCLTD","2019-01-10 00:00:00","January","87.35","88.6","87.3","87.75","0.00458"
"GMMPFAUDLR","2019-01-10 00:00:00","January","1205","1217","1180","1203.2","-0.00149"
"GMRINFRA","2019-01-10 00:00:00","January","16.9","17.25","16.6","16.75","-0.00888"
"GNA","2019-01-10 00:00:00","January","362.45","369","359","367.1","0.01283"
"GNFC","2019-01-10 00:00:00","January","350","364.8","348.65","359","0.02571"
"GOACARBON","2019-01-10 00:00:00","January","540","568.55","518.95","531.3","-0.01611"
"GOCLCORP","2019-01-10 00:00:00","January","280.8","280.85","274.05","276.1","-0.01674"
"GODFRYPHLP","2019-01-10 00:00:00","January","909.8","909.8","886.05","891.25","-0.02039"
"GODREJAGRO","2019-01-10 00:00:00","January","496.05","499","496.05","498.05","0.00403"
